ORIG_INDEX,Unnamed: 0,Name,CAS,Year,Status,Is_a_Metabolite,Has_a_Metabolite,Route,VD(liter),Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),SMILES,ChEMBL_ID,pKa_acidic_cx,pKa_basic_cx,IonType,Tmax,Cmax_uM,log_t1/2(hour),log_VD(liter),log_Cl(liter/hour),log_Cmax_uM,logit_F(percentage),logit_PPB(percentage),log_Tmax,NAME_NORM,LogP,MW,BCS_Candidate
375,375,NICLOSAMIDE,50-65-7,0,DISCONTINUED,,,ORAL ,,,,,,,, ;,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,CHEMBL1448,6.89,,Anionic,,,,,,,,,,NICLOSAMIDE,3.859500000000001,327.12300000000005,Class I/III (High Solubility)
376,376,NABILONE,51022-71-0,1985,,,,ORAL ,812.0,281.3,2.0,,,5.3,NANOMOLAR,2,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,CHEMBL2218896,9.33,,Neutral,2.0,0.0053,0.3010302128111679,2.909556029776021,2.4491697337090845,-2.2756421957735733,,,0.3010302128111679,NABILONE,6.264000000000007,372.5490000000002,Class II (Low Sol/High Perm)
377,377,LABETALOL,36894-69-6,1984,,,,INJECTION ORAL INTRAVENOUS ,312.0,128.0,7.0,50.0,25.0,,,1.5,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CHEMBL429,8.05,9.8,Cationic,1.5,,0.8450981020563213,2.494154595410412,2.107209973040794,,-0.4771212547196624,0.0,0.1760915485852393,LABETALOL,2.1354,328.4120000000001,Class I/III (High Solubility)
378,378,PRAZIQUANTEL,55268-74-1,1982,,,,ORAL ,,,1.1,80.0,80.0,2.6,MICROMOLAR,2,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,CHEMBL976,,,Neutral,2.0,2.6,0.0413930799712109,,,0.4149735150071251,0.6020599913279624,0.6020599913279624,0.3010302128111679,PRAZIQUANTEL,2.5349000000000004,312.41300000000007,Class I/III (High Solubility)
379,379,RANITIDINE,66357-35-5,1983,,,,ORAL INJECTION ,91.0,45.6,2.75,15.0,50.0,1.56,MICROMOLAR,2.5,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,CHEMBL1790041,,7.8,Cationic,2.5,1.56,0.4393328517555001,1.9590413970935605,1.6589648521884366,0.193124876748271,0.0,-0.7533276666586115,0.3979401823897956,RANITIDINE,1.8808,350.872,Class I/III (High Solubility)
380,380,QUAZEPAM,36735-22-5,1985,,,,ORAL ,,,39.0,95.0,,51.7,NANOMOLAR,2,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,CHEMBL1200472,,2.59,Neutral,2.0,0.0517,1.591064618162255,,,-1.2865010567071828,,1.2787536009528289,0.3010302128111679,QUAZEPAM,5.026200000000003,386.8010000000001,Class II (Low Sol/High Perm)
381,381,TRILOSTANE,13647-35-3,1984,DISCONTINUED,,,ORAL ,,,,,,,, ;,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,CHEMBL1200907,5.23,,Anionic,,,,,,,,,,TRILOSTANE,3.466880000000002,329.44000000000005,Class I/III (High Solubility)
382,382,MILNACIPRAN,92623-85-3,2009,,,,ORAL ,400.0,39.6,7.0,13.0,87.5,,,3,CCN(CC)C(=O)C1(c2ccccc2)CC1CN.Cl,CHEMBL259209,,9.83,Cationic,3.0,,0.8450981020563213,2.6020599924136985,1.5976951968925446,,0.8450980400142568,-0.8255759003117817,0.4771213994844656,MILNACIPRAN,2.1932,282.815,Class I/III (High Solubility)
383,383,BUSPIRONE,36505-84-7,1986,,,,ORAL ,,,2.5,86.0,90.0,15.5,NANOMOLAR,1,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,CHEMBL49,,7.62,Cationic,1.0,0.0155,0.3979401823897956,,,-1.809640283734676,0.9542425094393248,0.7883704155653297,4.3429426472042774e-07,BUSPIRONE,2.5100000000000007,421.9730000000002,Class I/III (High Solubility)
384,384,ACETOHYDROXAMIC ACID,546-88-3,1983,,,,ORAL ,,,7.5,,100.0,,,0.625,CC(=O)NO,CHEMBL734,8.94,,Neutral,0.625,,0.8750613212976271,,,,2.999565488226007,,-0.2041192877853096,ACETOHYDROXAMICACID,-0.4882999999999999,75.067,Class I/III (High Solubility)
385,385,KETOPROFEN,22071-15-4,1986,,,,ORAL ,6.5,6.9,3.5,99.0,90.0,12.2,MICROMOLAR,1.25,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,CHEMBL571,3.88,,Anionic,1.25,12.2,0.5440681684343956,0.8129134234573862,0.83884915367848,1.086359866272655,0.9542425094393248,1.99563519459755,0.0969103604435029,KETOPROFEN,3.105700000000001,254.285,Class I/III (High Solubility)
386,386,FLURBIPROFEN,5104-49-4,1986,,,,ORAL OPHTHALMIC,7.8,1.08,5.0,99.0,96.0,57,MICROMOLAR,2,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CHEMBL563,4.42,,Anionic,2.0,57.0,0.6989700911949065,0.8920946583692566,0.0334241576112838,1.7558748632916927,1.380211241711606,1.99563519459755,0.3010302128111679,FLURBIPROFEN,3.6808000000000014,244.265,Class I/III (High Solubility)
387,387,ETOPOSIDE,33419-42-0,1983,, 1395 ,,INJECTION ORAL ,23.5,2.4,7.5,88.0,,34,MICROMOLAR, ;,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,CHEMBL44657,9.33,,Neutral,,34.0,0.8750613212976271,1.3710678807523522,0.3802114226676024,1.531478929815622,,0.8653014261025438,,ETOPOSIDE,1.1044999999999991,668.5410000000005,Class I/III (High Solubility)
388,388,FLECAINIDE,54143-55-4,1985,,,,ORAL ,366.0,17.6,12.0,48.0,,,,,CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,CHEMBL652,13.68,9.62,Cationic,,,1.07918128223883,2.563481086581008,1.245512692489972,,,-0.0347621062592119,,FLECAINIDE,3.531600000000002,474.3980000000001,Class I/III (High Solubility)
389,389,OXAPROZIN,21256-18-8,1992,,,,ORAL ,10.8,0.14,54.9,99.0,95.0,,,3,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CHEMBL1071,4.95,,Anionic,3.0,,1.739572352360738,1.0334237956994,-0.8538688622293986,,1.2787536009528289,1.99563519459755,0.4771213994844656,OXAPROZIN,4.025800000000003,293.32200000000006,Class I/III (High Solubility)
390,390,RIBAVIRIN,36791-04-5,1985,,,,INHALATION ORAL,2825.0,38.2,43.6,0.0,64.0,3.5,MICROMOLAR,1.7,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,CHEMBL1643,11.88,,Neutral,1.7,3.5,1.6394864992294684,3.45101845230919,1.582063374280674,0.5440681684343956,0.2498774732165999,-2.9995654882259823,0.230449176845541,RIBAVIRIN,-3.0114999999999994,244.207,Class I/III (High Solubility)
391,391,NIMODIPINE,66085-59-4,1988,,,,ORAL ,66.0,54.0,1.5,95.0,13.0,,,1,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1,CHEMBL1428,,,Neutral,1.0,,0.1760915485852393,1.819543942122088,1.7323937678654588,,-0.8255759003117817,1.2787536009528289,4.3429426472042774e-07,NIMODIPINE,2.970800000000001,418.44600000000014,Class I/III (High Solubility)
392,392,MEXILETINE,31828-71-4,1985,,,,ORAL ,360.0,30.0,11.0,55.0,90.0,,,,Cc1cccc(C)c1OCC(C)N,CHEMBL558,,9.52,Cationic,,,1.0413927246395398,2.556302501973661,1.4771212691961448,,0.9542425094393248,0.0871501757189002,,MEXILETINE,2.02944,179.26299999999998,Class I/III (High Solubility)
393,393,ACEBUTOLOL,37517-30-9,1984,,, 1611  1612 ,ORAL ,102.0,36.0,3.5,26.0,40.0,,,2.5,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,CHEMBL642,13.91,9.57,Cationic,2.5,,0.5440681684343956,2.0086001760197068,1.5563025128310226,,-0.1760912590556812,-0.4542583717601582,0.3979401823897956,ACEBUTOLOL,2.3655,336.4320000000001,Class I/III (High Solubility)
394,394,ETODOLAC,41340-25-4,1991,,,,ORAL ,23.0,3.0,6.4,99.0,100.0,128,MICROMOLAR,1.3,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,CHEMBL622,4.73,,Anionic,1.3,128.0,0.8061800418423947,1.3617278548999612,0.4771213994844656,2.107209973040794,2.999565488226007,1.99563519459755,0.1139436863793866,ETODOLAC,3.383000000000002,287.35900000000004,Class I/III (High Solubility)
395,395,NALTREXONE,16590-41-3,1984,,,,ORAL INTRAMUSCULAR ,1350.0,210.0,4.0,21.0,22.0,2,NANOMOLAR,2,Cl.O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,CHEMBL19019,10.11,8.88,Cationic,2.0,0.002,0.6020600999015693,3.1303337688167057,2.3222192968019884,-2.6987529113637887,-0.5496719218682742,-0.5754077965565222,0.3010302128111679,NALTREXONE,1.9472,377.8680000000002,Class I/III (High Solubility)
396,396,FLUOXETINE,54910-89-3,1987,,, 1609  1610 ,ORAL ,1950.0,,120.0,94.5,,178,NANOMOLAR,7,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,CHEMBL41,,9.8,Cationic,7.0,0.178,2.0791812496667457,3.290034611585233,,-0.7495775578413196,,1.2350691190150191,0.8450981020563213,FLUOXETINE,4.856800000000004,345.792,Class I/III (High Solubility)
397,397,LEVOCARNITINE,541-15-1,1985,,,,ORAL INJECTION ,100.4,4.0,17.4,0.0,15.0,80,MICROMOLAR,3.3,C[N+](C)(C)C[C@H](O)CC(=O)[O-],CHEMBL1149,4.2,,Anionic,3.3,80.0,1.240549273242052,2.001733717134643,0.6020600999015693,1.9030899924206248,-0.7533276666586115,-2.9995654882259823,0.518514071482256,LEVOCARNITINE,-1.8064999999999984,161.20099999999996,Class I/III (High Solubility)
398,398,AMIODARONE,1951-25-3,1985,,,,ORAL INJECTION ,3900.0,21.4,1392.0,96.0,50.0,40,NANOMOLAR,5,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl,CHEMBL633,,8.47,Cationic,5.0,0.04,3.1436392355865364,3.5910646071378567,1.3304137936433251,-1.3979291514457048,0.0,1.380211241711606,0.6989700911949065,AMIODARONE,7.358000000000007,681.7800000000002,Class IV (Low Sol/Low Perm)
399,399,ENALAPRIL,75847-73-3,1985,,, 1396 ,ORAL ,,,,,60.0,,, ;,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,CHEMBL578,3.67,5.2,Anionic,,,,,,,0.1760912590556812,,,ENALAPRIL,1.316400000000002,492.5250000000004,Class I/III (High Solubility)
400,400,BEPRIDIL,64706-54-3,1990,DISCONTINUED,,,ORAL ,,,42.0,99.0,,6.8,MICROMOLAR,,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1.Cl.O,CHEMBL1008,,9.16,Cationic,,6.8,1.6232493007382451,,,0.8325089765730672,,1.99563519459755,,BEPRIDIL,4.427300000000007,421.0250000000002,Class I/III (High Solubility)
401,401,LEUPROLIDE,53714-56-0,1985,,,,INJECTION INTRAMUSCULAR IMPLANTATION SUBCUTANEOUS ORAL ,27.0,7.6,3.0,46.0,,8.6,NANOMOLAR,4 ;,CC(=O)O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,CHEMBL1201199,,,Neutral,4.0,0.0086,0.4771213994844656,1.4313637802439678,0.8808136494247983,-2.065451052333853,,-0.0696359281413944,0.6020600999015693,LEUPROLIDE,-1.1375300000000108,1269.4730000000004,Class I/III (High Solubility)
402,402,GUANFACINE,29110-47-2,1986,,,,ORAL ,364.0,17.5,16.0,70.0,,10.1,NANOMOLAR,3,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,CHEMBL862,11.64,8.65,Cationic,3.0,0.0101,1.204120009799329,2.5611013848421726,1.2430380735031212,-1.995635628892249,,0.3679767852945944,0.4771213994844656,GUANFACINE,1.5455700000000003,246.097,Class I/III (High Solubility)
403,403,HYDROMORPHONE,466-99-9,1984,, 16 ,,INJECTION ORAL INTRAMUSCULAR INTRAVENOUS SUBCUTANEOUS,302.9,117.6,2.3,13.0,,20,NANOMOLAR,0.73,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5.Cl,CHEMBL398707,10.11,8.59,Cationic,0.73,0.02,0.3617280248412396,2.481299274766644,2.0704073254331,-1.6989482901547737,,-0.8255759003117817,-0.1366765449560037,HYDROMORPHONE,2.0521,321.8039999999999,Class I/III (High Solubility)
404,404,TERAZOSIN,63590-64-7,1987,,,,ORAL ,58.0,4.0,12.0,99.0,,,,1,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl.O.O,CHEMBL611,,7.24,Neutral,1.0,,1.07918128223883,1.763428001050773,0.6020600999015693,,,1.99563519459755,4.3429426472042774e-07,TERAZOSIN,-0.1708000000000003,459.9310000000002,Class I/III (High Solubility)
405,405,ESTAZOLAM,29975-16-4,1990,,,,ORAL ,,,17.0,93.0,,,,2,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,CHEMBL285674,,4.9,Neutral,2.0,,1.2304489469250075,,,,,1.1233849085396783,0.3010302128111679,ESTAZOLAM,3.2717000000000027,294.745,Class I/III (High Solubility)
406,406,PROPAFENONE,54063-53-5,1989,,,,ORAL ,252.0,57.0,21.0,95.0,12.0,,,3.5,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl,CHEMBL631,,9.63,Cationic,3.5,,1.3222193154146085,2.401400542504935,1.7558748632916927,,-0.8653014261025438,1.2787536009528289,0.5440681684343956,PROPAFENONE,3.663200000000003,377.9120000000001,Class I/III (High Solubility)
407,407,TRIENTINE,112-24-3,1985,,,,ORAL ,,,,,,,,,Cl.Cl.NCCNCCNCCN,CHEMBL609,,9.77,Cationic,,,,,,,,,,TRIENTINE,-1.0733999999999986,219.16,Class I/III (High Solubility)
408,408,DICLOFENAC,15307-86-5,1988,,,,ORAL OPHTHALMIC TOPICAL INTRAVENOUS,91.0,34.9,2.3,99.0,50.0,8,MICROMOLAR,2.3,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,CHEMBL139,4.0,,Anionic,2.3,8.0,0.3617280248412396,1.9590413970935605,1.5428254394031475,0.9030900412787504,0.0,1.99563519459755,0.3617280248412396,DICLOFENAC,4.364100000000001,296.153,Class I/III (High Solubility)
409,409,MISOPROSTOL,59122-46-2,1988,,, 596  1701 ,ORAL ,,,,,,,,,CCCC[C@](C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,CHEMBL606,,,Neutral,,,,,,,,,,MISOPROSTOL,3.9536000000000033,382.5410000000003,Class I/III (High Solubility)
410,410,CARTEOLOL,51781-06-7,1988,,,,ORAL OPHTHALMIC,,,,,,,,,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2.Cl,CHEMBL839,13.41,9.76,Cationic,,,,,,,,,,CARTEOLOL,2.1209,328.84,Class I/III (High Solubility)
411,411,LEVOBETAXOLOL,63659-18-7,1985,,,,OPHTHALMIC ORAL,312.0,13.26,18.0,50.0,89.0,70.3,NANOMOLAR,3,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1.Cl,CHEMBL1201274,,9.67,Cationic,3.0,0.0703,1.2552725292307767,2.494154595410412,1.1225435568209765,-1.1530384972932193,0.9079973214866878,0.0,0.4771213994844656,LEVOBETAXOLOL,2.8152000000000013,343.89500000000004,Class I/III (High Solubility)
412,412,TRANEXAMIC ACID,1197-18-8,1986,,,,ORAL INJECTION INTRAVENOUS ,25.3,6.7,11.0,3.0,45.0,104,MICROMOLAR,3,NC[C@H]1CC[C@H](C(=O)O)CC1,CHEMBL877,4.56,10.22,Zwitterionic,3.0,104.0,1.0413927246395398,1.4031205383416074,0.8260748675208935,2.0170333434746888,-0.0871501757189001,-1.5096504795465824,0.4771213994844656,TRANEXAMICACID,0.8361000000000001,157.21299999999997,Class I/III (High Solubility)
413,413,FENOFIBRATE,49562-28-9,1993,,, 1486 ,ORAL ,,,,,60.0,,,,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)[O-].C[N+](C)(C)CCO,CHEMBL672,,,Neutral,,,,,,,0.1760912590556812,,,FENOFIBRATE,2.163200000000001,421.9210000000002,Class I/III (High Solubility)
414,414,SELEGILINE,14611-51-9,1989,,,,ORAL TRANSDERMAL ,123.5,84.0,2.0,90.0,,,,,C#CCN(C)[C@H](C)Cc1ccccc1.Cl,CHEMBL972,,8.67,Cationic,,,0.3010302128111679,2.091666961112239,1.924279291232054,,,0.9542425094393248,,SELEGILINE,2.6044000000000014,223.747,Class I/III (High Solubility)
415,415,ETRETINATE,54350-48-0,1986,DISCONTINUED,, 637 ,ORAL ,,,,,,,, ;,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,CHEMBL464,,,Neutral,,,,,,,,,,ETRETINATE,5.645560000000007,354.4900000000001,Class II (Low Sol/High Perm)
416,416,NORFLOXACIN,70458-96-7,1986,DISCONTINUED,,,ORAL OPHTHALMIC,,,3.5,,35.0,7.5,MICROMOLAR,1,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,CHEMBL9,5.58,8.68,Zwitterionic,1.0,7.5,0.5440681684343956,,,0.8750613212976271,-0.2688453122925799,,4.3429426472042774e-07,NORFLOXACIN,1.2683,319.336,Class I/III (High Solubility)
417,417,PERGOLIDE,66104-22-1,1988,DISCONTINUED,,,ORAL ,14000.0,462.0,21.0,90.0,,,,2.5 ;,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,CHEMBL531,,9.49,Cationic,2.5,,1.3222193154146085,4.146128035709259,2.664641976496157,,,0.9542425094393248,0.3979401823897956,PERGOLIDE,4.271100000000003,314.4980000000001,Class I/III (High Solubility)
418,418,PINACIDIL,60560-33-0,1989,DISCONTINUED,,,ORAL ,91.0,31.5,2.0,,57.0,408,MICROMOLAR, ;,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C.O,CHEMBL1200338,,5.61,Neutral,,408.0,0.3010302128111679,1.9590413970935605,1.4983105675767268,2.6106601641543272,0.1224064000929048,,,PINACIDIL,1.53008,263.345,Class I/III (High Solubility)
419,419,ISRADIPINE,75695-93-1,1990,,,,ORAL ,195.0,84.0,8.0,95.0,19.5,53.9,NANOMOLAR,1.5,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,CHEMBL1648,,,Neutral,1.5,0.0538999999999999,0.9030900412787504,2.290034613589669,1.924279291232054,-1.2684031774764672,-0.6157612690053504,1.2787536009528289,0.1760915485852393,ISRADIPINE,2.5822000000000003,371.3930000000001,Class I/III (High Solubility)
420,420,FAMOTIDINE,76824-35-6,1986,,,,ORAL INJECTION ,84.5,25.3,2.8,17.0,45.0,181,NANOMOLAR,2,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,CHEMBL902,9.29,8.38,Cationic,2.0,0.181,0.4471581864473636,1.926856714089272,1.4031205383416074,-0.7423190257204166,-0.0871501757189001,-0.6886291709978,0.3010302128111679,FAMOTIDINE,-0.7679999999999998,337.456,Class I/III (High Solubility)
421,421,NICARDIPINE,55985-32-5,1988,,,,ORAL INJECTION INTRAVENOUS ,539.0,26.0,4.1,95.0,35.0,277,NANOMOLAR,1,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,CHEMBL1484,,8.1,Cationic,1.0,0.277,0.612783962645206,2.73158876599248,1.4149733646744516,-0.5575186630882664,-0.2688453122925799,1.2787536009528289,4.3429426472042774e-07,NICARDIPINE,4.099600000000004,515.9940000000003,Class I/III (High Solubility)
422,422,CLOFAZIMINE,2030-63-9,1986,DISCONTINUED,,,ORAL ,,,1680.0,,53.0,2.1,MICROMOLAR,10,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,CHEMBL1292,,6.63,Neutral,10.0,2.1,3.225309281984372,,,0.3222195015407662,0.0521780116650715,,1.000000043429446,CLOFAZIMINE,7.489800000000005,473.40700000000015,Class II (Low Sol/High Perm)
423,423,NIZATIDINE,76963-41-2,1988,,,,ORAL ,74.7,50.0,1.5,35.0,70.0,10.8,MICROMOLAR,1.75,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,CHEMBL3183075,,6.54,Neutral,1.75,10.8,0.1760915485852393,1.8733206076292472,1.6989700130219083,1.0334237956994,0.3679767852945944,-0.2688453122925799,0.2430382968544988,NIZATIDINE,1.3224999999999998,331.4670000000001,Class I/III (High Solubility)
424,424,CIPROFLOXACIN,85721-33-1,1987,,,,ORAL INJECTION OPHTHALMIC OTIC ,156.0,35.0,4.0,30.0,70.0,16.3,MICROMOLAR,1.5 ;,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,CHEMBL8,5.56,8.68,Zwitterionic,1.5,16.3,0.6020600999015693,2.1931246011384005,1.5440680567586893,1.2121876310477904,0.3679767852945944,-0.3679767852945944,0.1760915485852393,CIPROFLOXACIN,1.5833,331.34700000000004,Class I/III (High Solubility)
425,425,LISINOPRIL,76547-98-3,1987,,,,ORAL ,57.8,4.6,42.0,0.0,25.0,,,7,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O,CHEMBL419213,3.17,10.21,Zwitterionic,7.0,,1.6232493007382451,1.7619278459342742,0.6627579260934077,,-0.4771212547196624,-2.9995654882259823,0.8450981020563213,LISINOPRIL,-0.4141999999999983,441.5250000000003,Class I/III (High Solubility)
426,426,MEFLOQUINE,53230-10-7,1989,,,,ORAL ,1300.0,1.8,504.0,98.0,85.0,5.29,MICROMOLAR,17,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,CHEMBL416956,13.79,9.46,Cationic,17.0,5.29,2.7024305373072206,3.1139433526409093,0.2552727463779512,0.7234557541324336,0.7533276666586115,1.6901960800285136,1.2304489469250075,MEFLOQUINE,4.447900000000003,378.31600000000014,Class I/III (High Solubility)
427,427,NABUMETONE,42924-53-8,1991,,, 1700 ,ORAL ,,,,,,,,,COc1ccc2cc(CCC(C)=O)ccc2c1,CHEMBL1070,,,Neutral,,,,,,,,,,NABUMETONE,3.370000000000002,228.291,Class I/III (High Solubility)
428,428,URSODIOL,128-13-2,1987,,,,ORAL ,,,,70.0,,,,,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL1551,4.6,,Anionic,,,,,,,,0.3679767852945944,,URSODIOL,4.477900000000004,392.5800000000002,Class I/III (High Solubility)
429,429,KETOROLAC,74103-06-3,1989,,,,ORAL INJECTION OPHTHALMIC NASAL IRRIGATION ,13.0,13.6,2.5,99.0,100.0,9.3,MICROMOLAR,0.75,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,CHEMBL469,3.84,,Anionic,0.75,9.3,0.3979401823897956,1.1139433857141032,1.133538940303634,0.968482995252264,2.999565488226007,1.99563519459755,-0.1249381575493767,KETOROLAC,2.291,255.273,Class I/III (High Solubility)
430,430,ENOXACIN,74011-58-8,1991,DISCONTINUED,,,ORAL ,130.0,21.0,4.5,40.0,90.0,6.2,MICROMOLAR,2 ;,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,CHEMBL826,5.31,8.59,Zwitterionic,2.0,6.2,0.6532126102852178,2.113943355647564,1.3222193154146085,0.7923917595457454,0.9542425094393248,-0.1760912590556812,0.3010302128111679,ENOXACIN,0.6633000000000002,320.324,Class I/III (High Solubility)
431,431,LOVASTATIN,75330-75-5,1987,,, 1699 ,ORAL ,,,4.5,95.0,30.0,19.3,NANOMOLAR,2,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,CHEMBL503,,,Neutral,2.0,0.0193,0.6532126102852178,,,-1.7144201892704054,-0.3679767852945944,1.2787536009528289,0.3010302128111679,LOVASTATIN,3.715600000000002,422.5620000000002,Class I/III (High Solubility)
432,432,RIMANTADINE,13392-28-4,1993,,,,ORAL ,219.0,3.9,39.0,40.0,,510,NANOMOLAR,,CC(N)C12CC3CC(CC(C3)C1)C2,CHEMBL959,,10.14,Cationic,,0.51,1.591064618162255,2.340444116823198,0.5910647183840444,-0.2924289723450908,,-0.1760912590556812,,RIMANTADINE,2.5500000000000007,179.30699999999996,Class I/III (High Solubility)
433,433,NORGESTIMATE,35189-28-7,1989,,, 380  1423  531 ,ORAL ,,,,,,,, ;,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,CHEMBL1200934,11.47,3.11,Neutral,,,,,,,,,,NORGESTIMATE,4.714500000000005,369.5050000000003,Class I/III (High Solubility)
434,434,ZIDOVUDINE,30516-87-1,1987,,,,ORAL INJECTION ,104.0,104.0,1.75,38.0,60.0,,,1,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,CHEMBL129,9.96,,Neutral,1.0,,0.2430382968544988,2.0170333434746888,2.0170333434746888,,0.1760912590556812,-0.2126080928814437,4.3429426472042774e-07,ZIDOVUDINE,-0.1962800000000001,267.245,Class I/III (High Solubility)
435,435,LORATADINE,79794-75-5,1993,,, 865 ,ORAL ,,,8.4,98.0,,10,NANOMOLAR,1.3,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3ccc(CO)nc32)CC1,CHEMBL998,,4.33,Neutral,1.3,0.01,0.9242793377636026,,,-1.9999565727231372,,1.6901960800285136,0.1139436863793866,LORATADINE,4.380100000000004,412.9170000000003,Class I/III (High Solubility)
436,436,GANCICLOVIR,82410-32-0,1989,, 861  882 , 1645  1646 ,INJECTION ORAL IMPLANTATION OPHTHALMIC INTRAVENOUS ,45.7,11.9,3.81,1.0,,26.7,MICROMOLAR,2,Nc1nc([O-])c2ncn(COC(CO)CO)c2n1.[Na+],CHEMBL182,10.16,0.58,Neutral,2.0,26.7,0.5809250896636574,1.6599162095730116,1.0755469978878638,1.426511277630286,,-1.99563519459755,0.3010302128111679,GANCICLOVIR,-5.186599999999998,277.21599999999995,Class I/III (High Solubility)
